salix babylonica var pekinensis,"Salix babylonica (Babylon willow or weeping willow; Chinese: 垂柳) is a species of willow native to dry areas of northern China, but cultivated for millennia elsewhere in Asia, being traded along the Silk Road to southwest Asia and Europe.",<UNKNOWN>
betula papyrifera,"Betula papyrifera (Paper Birch, also known as White Birch and Canoe Birch) is a species of birch native to northern North America. It is the provincial tree of Saskatchewan and the state tree of New Hampshire.",http://en.wikipedia.org/wiki/Betula_papyrifera
eucalyptus sideroxylon,"""Mugga"" redirects here. For the polychaete worm genus, see Mugga (worm).

Eucalyptus sideroxylon, or Mugga, Red Ironbark or Mugga Ironbark, is a small to medium-sized or occasionally tall tree. The bark is persistent on the trunk and large branches, hard and deeply furrowed, dark grey to black, with upper limbs smooth and whitish.
Adult leaves are stalked, lanceolate to 14 x 1.8 cm, sub-glaucous or dull green, Flowers are white, pink, red or pale yellow from early autumn until mid-spring.
Distribution is wide but sporadic: south-eastern Queensland, widespread on the western slopes and plains of New South Wales south into north-central Victoria.
E. sideroxylon is very conspicuous with its unusually black bark often holding copious quantities of kino. It is a very popular ornamental and street tree, Ferntree gully road in Melbourne has an avenue of Muggas planted. In the wild Muggas grow on infertile soils, often little more than sandy gravel.
A former suspecies, Eucalyptus sideroxylon subsp. tricarpa L.A.S.Johnson is currently regarded as a species in its own right - Eucalyptus tricarpa (L.A.S.Johnson) L.A.S.Johnson & K.D.Hill.",http://en.wikipedia.org/wiki/Eucalyptus_sideroxylon
cotoneaster pannosus,"Cotoneaster pannosus (commonly known as silverleaf cotoneaster') is a species of cotoneaster known by the common name silverleaf cotoneaster. This woody shrub is native to south central China but it has been introduced to other areas of the world, including southern Africa and Australia as an ornamental. It has become naturalized in some areas but it is a troublesome noxious weed in others, for example, in Hawaii. This is a sprawling shrub easily reaching over 3 meters in height. It is covered in dull green oval-shaped leaves with fuzzy white undersides and blooms in white flowers. The fruits are red-orange pomes containing two seeds each. These fruits are very attractive to birds, which are the main agent of seed dispersal. It grows on the elevation of 3,280 feet (1,000 m).",http://en.wikipedia.org/wiki/Cotoneaster_pannosus
corymbia ficifolia,"Corymbia ficifolia or the red flowering gum also known as Albany red flowering gum (previously known as Eucalyptus ficifolia) is one of the most commonly planted ornamental trees in the broader eucalyptus family.
In 2009, Parra-O and colleagues published a combined analysis of nuclear rDNA (ETS + ITS) and morphological characters published to clarify relationships within the genus Corymbia. C. ficifolia was shown to comprise a natural group with two other Western Australian species C. calophylla and C. haematoxylon. They classified the group as section Calophyllae within the subgenus Corymbia.",http://en.wikipedia.org/wiki/Corymbia_ficifolia
nyssa sylvatica,"Nyssa sylvatica, commonly known as black tupelo, tupelo, or black gum, is a medium-sized deciduous tree native to eastern North America from New England and southern Ontario south to central Florida and eastern Texas, as well as Mexico.",http://en.wikipedia.org/wiki/Nyssa_sylvatica
celtis australis,"Celtis australis, commonly known as the European nettle tree, Mediterranean hackberry, lote tree, or honeyberry, is a deciduous tree endemic to southern Europe, North Africa, and Asia Minor. The tree was introduced to England in 1796.",http://en.wikipedia.org/wiki/Celtis_australis
protea p.caffra,"Protea caffra is a small tree or shrub which occurs in open or wooded grassland usually on rocky ridges. Its leaves are leathery and hairless. The flower head is solitary or in clusters of 3 or 4 with the involucral bracts a pale red, pink or cream colour. The fruit is a densely hairy nut. The species is very variable and has several subspecies.
The specific epithet caffra is derived from 'Caffraria', the 17th century geographical name for the north eastern regions of South Africa, in turn a latinisation of the Islamic Arabic 'Kafir' – unbeliever.
First discovered in Natal, South Africa in December/January 1839/40 by Ferdinand Krauss, this protea has never attracted much attention from horticulturalists. It was induced to flower at Kew in May 1893, but this failed to kindle any further interest in the species. Its chief claim to fame is that it was illustrated on the reverse of the South African threepenny piece – or 'tickey' – for almost 30 years. The bark can be used medicinally.",http://en.wikipedia.org/wiki/Protea_caffra
eucalyptus pulchella,"Eucalyptus pulchella, also known as white peppermint, is a Eucalyptus species endemic to southeast Tasmania. Recognizable by its pale very narrow leaves (5-7mm wide), it can reach 20 meters in height, and grows between 100 and 500 meters above sea level, usually in open forests on hills.",http://en.wikipedia.org/wiki/Eucalyptus_pulchella
fraxinus oxycarpa raywoodii,"Fraxinus angustifolia (Narrow-leafed Ash) is a species of Fraxinus native to central and southern Europe, northwest Africa, and southwest Asia.",<UNKNOWN>
gleditsia tricanthus,"The honey locust, Gleditsia triacanthos, also known as the thorny locust, is a deciduous tree native to central North America. It is mostly found in the moist soil of river valleys ranging from southeastern South Dakota to New Orleans and central Texas, and as far east as eastern Massachusetts.

",http://en.wikipedia.org/wiki/Honey_locust
quercus cerris,"Quercus cerris, the Turkey oak or Austrian oak, is an oak native to south-eastern Europe and Asia Minor. It is the type species of Quercus sect. Cerris, a section of the genus characterised by shoot buds surrounded by soft bristles, bristle-tipped leaf lobes, and acorns that usually mature in 18 months.",http://en.wikipedia.org/wiki/Quercus_cerris
araucaria heterophylla,"Araucaria heterophylla (synonym A. excelsa) is a distinctive conifer, a member of the ancient and now disjointly distributed family Araucariaceae. As its vernacular name Norfolk Island Pine implies, the tree is endemic to Norfolk Island, a small island in the Pacific Ocean between Australia, New Zealand and New Caledonia. The genus Araucaria occurs across the South Pacific, especially concentrated in New Caledonia (about 700 km due north of Norfolk Island) where 13 closely related and similar-appearing species are found. It is sometimes called a 'star pine', 'triangle tree' or 'living Christmas tree', due to its symmetrical shape as a sapling, although it is not a true pine.

",http://en.wikipedia.org/wiki/Araucaria_heterophylla
pittosporum tenuifolium variegatum,"Pittosporum tenuifolium is a small evergreen tree, up to 10 m (33 ft), native to New Zealand, commonly known as kōhūhū and black matipo, and by other Māori names kohukohu and tawhiwhi. It is sometimes grown under the cultivar name 'Nigricans', so called because of its black stems. In horticulture it is valued for its coloured foliage (cultivated variations include purple, ""silver"" and variegated leaves), and for its tolerance of some horticulturally difficult growing conditions, including dry soils and shade (although in northwest Europe, cold and exposed situations do not suit it). The flowers generally go unnoticed because of their colour, a very dark reddish-purple, and are scented only at night. It is found growing wild in coastal and lower mountain forest areas up to an altitude of 900m. The Latin tenuifolium means ""slender-leaved"".
The species, along with several hybrids and cultivars, are available for garden use. The following have gained the Royal Horticultural Society's Award of Garden Merit:-",<UNKNOWN>
acacia howittii,"Acacia howittii, commonly known as sticky wattle or Howitt's wattle, is a tree species that is endemic to Victoria, Australia. It has an erect or spreading habit, growing up to 9 metres high, The phyllodes are up to 2 cm in length. The globular pale-yellow flowerheads appear in the leaf axils in October, followed by straight seedpods that are up to 6 cm long 
The species was first formally described by Victorian Government Botanist Ferdinand von Mueller in The Victorian Naturalist in 1893. Mueller's description was based on material collected by Alfred William Howitt, for whom the species is named.
Although regarded as a rare species, it is commonly cultivated, and has become naturalised in areas outside its original range.",http://en.wikipedia.org/wiki/Acacia_howittii
tilia sp.,"Tilia is a genus of about 30 species of trees native throughout most of the temperate Northern Hemisphere. Commonly called lime trees in the British Isles, they are not closely related to the lime fruit. Other names include linden and basswood. The genus occurs in Europe and eastern North America, but the greatest species diversity is found in Asia. Under the Cronquist classification system, this genus was placed in the family Tiliaceae, but genetic research by the Angiosperm Phylogeny Group has resulted in the incorporation of this genus into the Malvaceae.
Tilia species are mostly large, deciduous trees, reaching typically 20 to 40 metres (66 to 130 ft) tall, with oblique-cordate leaves 6 to 20 centimetres (2 to 8 in) across. As with elms, the exact number of species is uncertain, as many if not most of the species will hybridise readily, both in the wild and in cultivation. Limes are hermaphroditic, having perfect flowers with both male and female parts, pollinated by insects.

",http://en.wikipedia.org/wiki/Tilia
brachychiton sp.,"This is a list of the flora of Queensland listed as Endangered under the Nature Conservation Act 1992.
Acacia porcata
Acacia ramiflora
Acacia rubricola
Acacia saxicola
Acacia sp. (Ruined Castle Creek P.I.Forster+ PIF17848)
Acmena sp. (Cooper Creek P.I.Forster+ PIF15557)
Acronychia littoralis
Alectryon ramiflorus
Alectryon repandodentatus
Allocasuarina emuina
Allocasuarina thalassoscopica
Apatophyllum olsenii
Aponogeton bullosus
Aponogeton proliferus
Archidendron kanisii
Archontophoenix myolensis
Aristida granitica
Astrotricha roddii
Atalaya collina
Austromyrtus fragrantissima
Austromyrtus gonoclada
Babingtonia granitica
Babingtonia papillosa
Babingtonia silvestris
Bertya sp. (Beeron Holding P.I.Forster+ PIF5753)
Boea kinnearii
Boronia granitica
Boronia repanda
Brachychiton sp. (Blackwell Range R.J.Fensham 971)
Bulbophyllum blumei
Cajanus mareebensis
Caladenia atroclavia
Calochilus psednus
Capparis humistrata
Carronia pedicellata
Chingia australis
Coix gasteenii
Corchorus cunninghamii
Cossinia australiana
Costus potierae
Crepidium lawleri
Crepidomanes aphlebioides
Cyathea exilis
Cyathea felina
Cycas megacarpa
Cycas ophiolitica
Cyperus cephalotes
Davidsonia johnsonii
Decaspermum sp. (Mt Morgan N.Hoy AQ455657)
Dendrobium antennatum
Dendrobium lithocola
Dendrobium mirbelianum
Dendrobium nindii
Dinosperma longifolium
Diplazium pallidum
Diploglottis campbellii
Dipodium pictum
Endiandra cooperana
Endiandra floydii
Eremochloa muricata
Eriocaulon carsonii
Eryngium fontanum
Eucalyptus conglomerata
Eucalyptus pachycalyx subsp. waajensis
Eucalyptus sp. (Brovinia A.R.Bean 11911)
Eucryphia jinksii
Euphrasia bella
Fimbristylis adjuncta
Fontainea fugax
Gardenia actinocarpa
Genoplesium tectum
Graptophyllum reticulatum
Grevillea linsmithii
Habenaria harroldii
Habenaria macraithii
Hedyotis novoguineensis
Hemigenia clotteniana
Homopholis belsonii
Huperzia carinata
Huperzia dalhousieana
Huperzia filiformis
Huperzia squarrosa
Jasminum jenniae
Lasiopetalum sp. (Proston J.A.Baker 17)
Leionema elatius subsp. beckleri
Leucopogon sp. (Coolmunda D.Halford Q1635)
Leucopogon recurvisepalus
Lilaeopsis brisbanica
Macadamia jansenii
Macrozamia cranei
Macrozamia lomandroides
Macrozamia pauli-guilielmi
Macrozamia platyrhachis
Macrozamia sp. (Marlborough P.I.Forster+ PIF12269A)
Macrozamia viridis
Microcarpaea agonis
Micromyrtus carinata
Micromyrtus delicata
Micromyrtus patula
Muellerargia timorensis
Mukia sp. (Longreach D.Davidson AQ279935)
Myriophyllum sp. (Aramac B.A.Wilson 110)
Nepenthes mirabilis
Nesaea robertsii
Nicotiana wuttkei
Noahdendron nicholasii
Ochrosia moorei
Oldenlandia gibsonii
Oldenlandia spathulata
Olearia hygrophila
Olearia sp. (Glenavon P.I.Forster+ PIF15039)
Parsonsia sankowskyana
Phaius australis
Phaius bernaysii
Phaius tancarvilleae
Phalaenopsis rosenstromii
Plesioneuron tuberculatum
Pomaderris clivicola
Pomaderris coomingalensis
Pouteria eerwah
Plectranthus nitidus
Plectranthus omissus
Plectranthus habrophyllus
Plectranthus torrenticola
Prostanthera sp. (Dinden P.I.Forster+ PIF17342)
Pterostylis chaetophora
Randia moorei
Rhodamnia angustifolia
Rutidosis lanata
Sankowskya stipularis
Sarcochilus fitzgeraldii
Sarcochilus weinthalii
Solanum adenophorum
Solanum papaverifolium
Sporobolus pamelae
Stackhousia sp. (McIvor River J.R.Clarkson 5201)
Tectaria devexa var. devexa
Toechima pterocarpum
Trioncinia retroflexa
Triunia robusta
Tylophora linearis
Tylophora rupicola
Tylophora woollsii
Vrydagzynea paludosa
Xanthostemon formosus
Xerothamnella herbacea
Zieria furfuracea subsp. (Belmont Scrub Unknown AQ152898)
Zieria sp. (Binjour P.I.Forster PIF14134)
Zieria sp. (Brolga Park A.R.Bean 1002)",http://en.wikipedia.org/wiki/List_of_Nature_Conservation_Act_endangered_flora_of_Queensland
prunus serrulata,"Prunus serrulata or Japanese Cherry; also called Hill Cherry, Oriental Cherry or East Asian Cherry, is a species of cherry native to Japan, Korea and China and is used for its spring cherry blossom displays and festivals.",http://en.wikipedia.org/wiki/Prunus_serrulata
ficus sp.,"Hibakujumoku (from Japanese: 被爆樹木 – ""survivor tree"", also known as A-bombed tree in English) is a Japanese name for a tree that survived the atomic bombing of Hiroshima in 1945. The heat emitted by the explosion in Hiroshima within the first three seconds at a distance of three kilometres from the hypocenter was about 40 times greater than that from the Sun. The initial radiation level at the hypocenter was approximately 240 Gy. According to Hiroshima and Nagasaki: The Physical, Medical, and Social Effects of the Atomic Bombings, plants suffered damage only in the portions exposed aboveground, while portions underground were not directly damaged. The rate of regeneration differed by species. Active regeneration was shown by broad-leaved trees. Approximately 170 trees that grew in Hiroshima in 2011 had actually been there prior to the bombing. The oleander was designated the official flower of Hiroshima for its remarkable vitality.
Hibakujumoku species are listed in the UNITAR database, shown below (combined with data from Hiroshima and Nagasaki: The Physical, Medical, and Social Effects of the Atomic Bombings).",http://en.wikipedia.org/wiki/Hibakujumoku
salix caprea,"Salix caprea (goat willow, also known as the pussy willow or great sallow) is a common species of willow native to Europe and western and central Asia.
It is a deciduous shrub or small tree, reaching a height of 8–10 m (26–33 ft), rarely to 13 m. The leaves are 3-12 cm long and from 2-8 cm wide, broader than most other willows. The flowers are soft silky, and silvery 3-7-cm-long catkins are produced in early spring before the new leaves appear; the male and female catkins are on different plants (dioecious). The male catkins mature yellow at pollen release, the female catkins mature pale green. The fruit is a small capsule 5-10 mm long containing numerous minute seeds embedded in fine, cottony hairs. The seeds are very small (about 0.2 mm) with the fine hairs aiding dispersal; they require bare soil to germinate.
The two varieties are:
S. c. var. caprea - lowland regions throughout the range, leaves thinly hairy above, densely hairy below, 5-12 cm long, stipules persistent until autumn
S. c. var. sphacelata (Sm.) Wahlenb. (syn. S. caprea var. coaetanea Hartm.; S. coaetanea (Hartm.) Floderus) - high altitudes in the mountains of central and northern Europe (Alps, Carpathians, Scotland, Scandinavia), leaves densely silky-hairy on both sides, 3-7 cm long, stipules early deciduous
The scientific name, and the common name goat willow, probably derive from the first known illustration of the species in Hieronymus Bock's 1546 Herbal, where the plant is shown being browsed by a goat. The species was historically also widely used as a browse for goats, to which Bock's illustration may refer.",http://en.wikipedia.org/wiki/Salix_caprea
lavender lavender,"Lavender is a pale tint of violet. It applies particularly to the color of the flower of the same name. The web color called lavender is displayed at right—it matches the color of the very palest part of the lavender flower; however, the more saturated color shown below as floral lavender more closely matches the average color of the lavender flower as shown in the picture and is the tone of lavender historically and traditionally considered lavender by the average person as opposed to those who are web site designers. The color lavender might be described as a medium violet or a light pinkish violet. The term lavender may also be used in general to apply to a wide range of pale, light, medium, or grayish violet colors, as well as some pale or light pinkish, magenta, or purple colors as well as some pale or light blueish-indigo colors. In paints, the color lavender is made by mixing violet and white paint.
The first recorded use of the word lavender as a color term in English was in 1705.",http://en.wikipedia.org/wiki/Lavender_(color)
chamaecyparis funebris,Cupressus funebris (Chinese Weeping Cypress) is a species of cypress native to southwestern and central China. It may also occur naturally in Vietnam.,http://en.wikipedia.org/wiki/Cupressus_funebris
fraxinus oxycarpa,"Fraxinus angustifolia (Narrow-leafed Ash) is a species of Fraxinus native to central and southern Europe, northwest Africa, and southwest Asia.",http://en.wikipedia.org/wiki/Fraxinus_angustifolia
acacia pravissima,"Acacia pravissima (Ovens wattle or wedge-leaved wattle), is a species of evergreen shrub in the Fabaceae family native to Victoria, the South West Slopes and Southern Tablelands of New South Wales, Australia.
It grows to 5m, producing racemes of yellow flowers in Winter and Spring. In temperate climates it is usually grown under glass. It has gained the Royal Horticultural Society's Award of Garden Merit.",http://en.wikipedia.org/wiki/Acacia_pravissima
acer rubrum october glory,"Acer rubrum (Red Maple, also known as Swamp, Water or Soft Maple), is one of the most common and widespread deciduous trees of eastern North America. The U.S. Forest service recognizes it as the most common variety of tree in America. The red maple ranges from southeastern Manitoba around the Lake of the Woods on the border with Ontario and Minnesota, east to Newfoundland, south to near Miami, Florida, and southwest to east Texas. Many of its features, especially its leaves, are quite variable in form. At maturity it often attains a height of around 15 m (49 ft). It is aptly named as its flowers, petioles, twigs and seeds are all red to varying degrees. Among these features, however, it is best known for its brilliant deep scarlet foliage in autumn.
Over most of its range, red maple is adaptable to a very wide range of site conditions, perhaps more so than any other tree in eastern North America. It can be found growing in swamps, on poor dry soils, and most anywhere in between. It grows well from sea level to about 900 m (3,000 ft). Due to its attractive fall foliage and pleasing form, it is often used as a shade tree for landscapes. It is used commercially on a small scale for maple syrup production as well as for its medium to high quality lumber. It is also the State Tree of Rhode Island.

",http://en.wikipedia.org/wiki/Acer_rubrum
eucalyptus angophoroides,"Eucalyptus angophoroides, known as the Apple-topped Box is a common eucalyptus tree of the coastal areas of southern New South Wales and Victoria.
Occurring on moist fertile soils from near Goulburn on the tablelands and Batemans Bay on the coast. Then south to the Strzelecki Ranges in the Gippsland region in far south eastern Australia.",http://en.wikipedia.org/wiki/Eucalyptus_angophoroides
quercus lusitanica,"Quercus lusitanica, commonly known as Gall Oak, Lusitanian Oak, or Dyer's Oak, is a species of oak native to Morocco, Portugal, and Spain. Q. lusitanica is the source of commercial nutgalls. These galls are produced by the infection from the insect Cynips gallae tinctoriae. They are used for dyeing.
Other names for the galls are Turkish gall, Galla tinctoria, Galla halepense, Galla levantica or Galla quercina, manjakani in Asia Minor or majuphal in India. In Tamil it is called 'maasikkaay' and is used by Tamils for more than 2000 years.",http://en.wikipedia.org/wiki/Quercus_lusitanica
eucalyptus crenulata,"Eucalyptus crenulata, commonly known as Buxton Gum or Silver Gum, is a species of Eucalyptus which is found in the Acheron River valley in Victoria in Australia. There is also a small population in Yering, near Yarra Glen, Victoria.
It is a small tree with dense foliage that rarely exceeds 8 metres in height. It has glaucous blue-green leaves with crenulate margins. The species is listed as ""threatened"" in Victoria under the Flora and Fauna Guarantee Act 1988.",http://en.wikipedia.org/wiki/Eucalyptus_crenulata
pinus brutia,"Pinus brutia, the Turkish pine, is a pine native to the eastern Mediterranean region. The bulk of its range is in Turkey, but it also extends to the East Aegean Islands of Greece, the Crimea, Iran, Georgia, Azerbaijan, northern Iraq, western Syria, Israel, Lebanon, and Cyprus. It generally occurs at low altitudes, mostly from sea level to 600 metres (2,000 ft), up to 1,200 metres (3,900 ft) in the south of its range.
Turkish pine is also known by several other common names, Calabrian pine (from a naturalised population of the pine in Calabria in southern Italy, from where the pine was first botanically described), East Mediterranean pine and Brutia pine.

",http://en.wikipedia.org/wiki/Pinus_brutia
eucalyptus lehmannii,"A marlock or mallet is a shrubby or small-tree form of Eucalyptus found in Western Australia.
Unlike the mallee, it is single-stemmed and lacks a lignotuber. It has a dense canopy of leaves which often extends to near ground level.
Marlock species include:
Bald Island Marlock (Eucalyptus conferruminata or Eucalyptus lehmannii)
Black Marlock, Black-barked Marlock (Eucalyptus redunca)
Comet Vale Marlock ( Eucalyptus comitae-vallis)
Flowering Marlock, Long-flowered Marlock, Long-leaved Marlock (Eucalyptus macrandra)
Forrest's Marlock (Eucalyptus forrestiana)
Limestone Marlock (Eucalyptus decipiens)
Silver Marlock (Eucalyptus tetragona)
White Marlock, White leaved Marlock (Eucalyptus tetragona)
Moorts are a form of marlock with smooth, grey bark including the following species:
Moort or Round-leaved Moort (Eucalyptus platypus)
Red-flowered Moort (Eucalyptus nutans)
Stoate's Moort (Eucalyptus stoatei)",http://en.wikipedia.org/wiki/Marlock
populus yunnanensis,"Populus is a genus of 25–35 species of deciduous flowering plants in the family Salicaceae, native to most of the Northern Hemisphere. English names variously applied to different species include poplar /ˈpɒp.lər/, aspen, and cottonwood.
In the September 2006 issue of Science Magazine, the Joint Genome Institute announced that the Western Balsam Poplar (P. trichocarpa) was the first tree for which its full DNA code had been determined by DNA sequencing.

",http://en.wikipedia.org/wiki/Populus
olea africana,"Olea europaea subsp. cuspidata is a subspecies of olive previously described as Olea cuspidata and Olea africana. It has various common names, including African olive, wild olive, iron tree, brown olive, and Indian olive.",http://en.wikipedia.org/wiki/Olea_europaea_subsp._cuspidata
acacia melanoxylon,"Acacia melanoxylon, commonly known as the Australian blackwood, is an Acacia species native in eastern Australia. The species is also known as Sally wattle, lightwood, hickory, mudgerabah, Tasmanian blackwood or black wattle.

",http://en.wikipedia.org/wiki/Acacia_melanoxylon
eucalyptus leucoxylon megalocarpa,"Eucalyptus leucoxylon, commonly known as the Yellow Gum, (South Australian) Blue Gum or White Ironbark, is a small to medium-sized tree with rough bark on the lower 1–2 metres of the trunk, above this, the bark becomes smooth with a white, yellow or bluish-grey surface. Adult leaves are stalked, lanceolate to broad-lanceolate, to 13 x 2.5 cm, concolorous, dull, green.
Flowers in white, pink or red appear during winter.
E. leucoxylon is widely distributed on plains and nearby mountain ranges or coastal South Australia, where it is known as the Blue Gum and extends into the western half of Victoria where it is known as the Yellow gum.
The species has been divided into numerous varieties and subspecies. A spectacular red-flowered form of uncertain provenance Eucalyptus leucoxylon ‘Rosea’ is widely planted as an ornamental plant, it flowers profusely in winter. A threatened subspecies known as the Bellarine Yellow Gum (Eucalyptus leucoxylon subsp. bellarinensis) is endemic to the Bellarine Peninsula at the south-eastern end of the species' range.
The leaves are distilled for the production of cineole based eucalyptus oil.",<UNKNOWN>
